AWS EKS,AWS RDS Postgres,AWS RDS Aurora,AWS Step Functions,AWS Lambda Container,AWS Lambda Code,AWS S3,AWS DynamoDB,AWS EC2,AWS CloudFormation,AWS SageMaker,AWS Redshift,AWS Elastic Beanstalk,AWS API Gateway,Cloud Lock-in Score
17,9,15,18,1,18,15,7,0,14,13,12,0,16,74
6,14,2,14,19,11,11,0,7,2,19,13,13,8,68
6,14,4,17,5,10,1,11,16,12,14,5,13,6,62
18,12,14,0,5,17,2,9,18,16,0,5,15,8,59
12,10,15,15,4,1,19,1,17,8,11,16,13,0,60
16,9,11,8,10,8,0,5,12,14,16,19,5,17,71
10,5,0,8,17,14,0,6,8,4,8,19,2,4,53
8,18,10,15,6,5,1,4,3,11,4,18,18,13,65
9,2,3,16,12,3,15,15,17,7,4,12,17,5,60
1,10,15,17,9,10,5,7,15,17,19,3,12,16,74
5,7,12,15,18,19,0,12,7,19,13,17,5,6,80
17,5,8,16,6,1,11,9,2,8,7,14,16,8,60
0,12,1,10,3,5,18,4,11,17,6,17,3,0,46
5,8,3,9,2,12,8,7,16,15,5,12,18,0,53
3,11,13,16,19,16,3,4,1,17,13,1,16,16,76
4,2,19,18,2,0,11,3,9,5,18,13,10,5,57
4,11,5,2,14,1,5,2,15,19,8,3,13,5,45
18,9,8,6,17,15,2,12,4,16,11,12,9,9,72
7,2,3,10,7,16,2,8,12,11,14,7,2,12,55
7,5,13,0,19,6,10,12,14,10,4,4,18,1,54
16,13,0,2,14,1,3,8,18,17,18,19,18,12,71
5,16,9,12,18,4,6,1,12,5,8,19,19,10,68
7,3,7,8,12,13,6,14,14,9,10,12,11,14,66
12,0,8,16,6,14,14,18,4,6,3,17,7,17,69
7,18,17,2,15,7,1,18,14,0,0,9,1,4,51
7,3,14,10,11,12,10,15,0,8,12,7,12,6,64
16,19,13,16,6,7,16,9,4,18,10,4,16,5,70
7,18,1,12,4,4,3,15,2,19,6,14,14,3,59
6,3,5,6,18,1,10,9,8,6,9,3,14,8,48
15,1,12,6,8,4,12,11,0,3,7,4,8,7,45
18,17,5,3,3,3,4,7,0,3,12,11,9,11,48
19,15,11,14,4,13,7,13,18,10,18,11,13,13,81
17,2,6,7,15,4,8,3,18,3,17,19,19,2,63
18,6,19,17,14,12,2,17,5,6,14,15,4,17,83
3,11,5,8,10,4,16,5,17,7,11,7,10,8,51
7,11,12,3,18,2,16,10,15,1,3,5,12,7,50
0,2,2,7,14,1,9,18,1,4,5,10,13,5,46
15,16,10,4,3,15,4,15,3,9,9,12,14,11,67
10,5,0,2,4,2,13,3,9,12,9,19,11,2,44
7,16,8,14,15,16,2,16,6,6,16,16,18,4,82
1,5,16,11,16,4,13,5,5,3,11,15,16,1,60
10,17,10,17,4,14,9,18,15,5,1,0,15,4,61
16,14,5,11,5,9,13,10,19,3,2,1,10,8,50
1,18,11,9,17,12,17,7,1,10,9,0,7,2,56
12,17,0,13,11,6,8,9,18,18,16,12,16,5,71
12,16,3,5,17,6,18,14,12,16,10,2,10,11,64
11,17,10,19,9,7,1,2,5,0,12,17,6,0,58
8,2,18,17,5,7,12,6,9,2,16,7,16,14,66
19,0,17,15,14,18,10,0,4,11,18,5,11,11,74
9,8,7,4,3,7,2,8,14,1,14,0,8,15,44
12,13,0,19,4,5,9,14,14,16,10,9,14,11,67
13,4,17,11,8,7,7,10,19,5,1,15,6,4,56
3,14,16,8,7,6,11,16,0,17,16,17,17,9,77
11,6,17,12,10,10,18,15,13,16,11,11,17,13,81
10,10,18,3,7,13,4,9,9,1,16,11,3,17,63
4,8,7,9,0,10,19,4,18,2,15,18,10,13,60
6,6,8,2,5,15,16,2,2,16,15,14,1,13,57
17,16,0,4,3,5,5,8,8,6,7,1,10,11,41
1,10,12,9,6,9,11,11,5,5,12,7,18,9,60
6,0,1,7,3,18,6,8,14,12,10,13,14,1,54
17,17,14,19,18,4,9,8,17,8,0,3,6,2,60
16,4,14,11,5,13,14,13,19,8,13,6,18,1,68
13,9,15,19,12,13,8,1,9,11,9,1,12,15,68
11,4,6,9,8,5,5,13,8,0,7,12,12,7,51
5,0,6,7,5,7,0,6,4,7,17,1,9,10,42
7,15,6,3,4,18,2,19,8,11,1,17,11,18,67
9,4,3,3,19,7,0,8,7,11,4,13,16,16,58
2,18,8,17,2,7,13,7,15,8,10,13,11,8,62
19,9,19,5,13,19,4,4,3,1,1,5,1,10,53
0,8,13,10,6,3,10,15,8,8,11,11,9,2,54
6,15,10,4,15,12,15,1,13,18,15,13,5,1,64
10,15,10,1,7,16,12,2,17,15,5,13,18,9,64
12,9,4,8,13,15,14,4,15,5,3,10,15,12,61
5,15,5,6,16,4,19,12,13,10,12,6,4,13,60
16,1,7,17,1,4,14,9,13,1,15,1,3,3,44
5,12,17,8,6,15,19,1,3,6,0,2,3,11,47
19,13,5,12,18,13,13,14,16,0,6,11,7,19,73
14,3,8,12,10,17,17,17,17,4,19,11,7,13,77
17,9,5,18,15,9,16,18,9,14,3,18,4,14,77
10,18,0,6,17,15,3,5,12,12,13,14,6,0,62
13,7,12,13,12,4,3,1,5,6,13,0,15,9,53
10,19,9,3,13,9,13,8,0,0,4,10,14,8,55
13,4,18,1,15,11,12,14,17,12,0,9,10,10,63
5,13,1,5,7,6,2,6,16,14,7,6,16,8,49
1,8,6,16,7,7,8,7,13,10,15,13,6,18,64
8,18,5,1,7,5,4,14,3,15,17,12,6,14,61
10,16,12,18,16,19,15,16,1,16,11,19,0,10,88
9,6,16,3,3,9,19,5,10,12,9,14,14,13,62
8,1,0,10,2,5,17,0,2,0,15,11,10,13,44
6,18,1,1,4,0,11,10,14,13,13,17,1,7,49
13,14,19,17,6,17,8,18,12,10,0,9,7,18,77
1,0,13,12,6,13,0,4,16,13,4,7,4,3,46
14,17,1,4,10,15,2,17,5,1,6,1,7,9,50
4,6,0,11,17,2,9,2,0,2,12,10,6,4,43
18,14,10,16,14,19,16,5,17,13,18,11,13,18,91
3,12,2,0,3,15,9,1,16,3,12,1,11,10,41
15,6,14,13,10,18,12,4,18,2,12,10,11,16,73
8,3,10,10,6,11,5,11,12,15,5,13,5,13,59
5,18,12,1,15,1,16,17,13,9,16,16,5,17,72
2,16,15,17,16,1,10,4,10,8,18,8,10,11,69
0,0,3,0,17,0,2,3,11,1,12,10,17,9,41
14,3,11,8,16,12,1,6,11,16,14,0,14,16,67
7,17,16,7,2,11,5,6,4,4,16,7,3,17,58
0,13,6,10,4,8,0,14,12,2,11,11,4,6,49
15,7,1,12,15,0,6,1,18,10,0,13,6,18,51
3,11,0,19,13,14,4,12,1,7,12,1,7,9,58
9,9,5,18,2,10,0,17,11,14,6,9,9,6,60
7,4,11,8,8,11,17,9,8,19,9,10,11,12,66
13,14,13,12,8,6,11,5,3,12,13,3,2,14,58
9,16,3,3,13,10,14,17,5,7,7,7,18,10,63
9,15,13,10,19,8,18,3,13,2,12,13,8,0,64
14,8,13,15,2,11,13,16,14,11,1,18,19,13,76
2,8,12,1,5,5,16,19,10,13,3,1,8,11,48
11,14,6,10,12,10,4,15,2,14,5,4,13,10,62
19,13,9,3,6,1,1,2,18,14,3,16,6,18,53
10,6,4,0,1,13,3,9,16,5,1,6,8,10,38
17,18,13,17,12,14,15,16,11,8,14,7,14,12,86
13,3,13,2,0,11,5,3,4,12,0,0,4,10,34
7,9,9,13,11,4,4,8,18,9,8,17,13,9,64
13,6,6,4,9,12,7,10,13,14,3,4,14,6,52
16,3,12,15,17,13,17,9,16,12,8,10,18,13,80
7,7,7,14,7,19,13,11,12,6,7,8,19,2,65
13,10,18,17,1,18,12,19,18,18,1,11,8,17,81
11,7,0,16,15,11,19,11,4,16,6,5,11,14,67
10,10,13,3,14,9,14,5,19,18,1,4,4,19,58
7,6,12,9,0,0,1,15,16,3,12,1,8,6,42
5,5,13,15,1,5,11,10,7,8,10,19,18,11,66
12,16,13,10,17,19,18,16,1,12,7,18,14,14,90
16,6,9,11,13,3,0,0,2,6,9,11,4,11,49
15,7,9,9,12,7,18,15,13,13,11,5,14,11,69
1,11,16,7,8,17,5,6,19,16,12,9,12,1,65
0,0,4,15,2,3,12,7,2,18,12,17,11,5,54
18,7,14,8,8,0,19,5,13,12,18,11,17,0,64
18,12,8,14,3,8,17,9,11,5,2,13,10,16,62
6,11,17,17,17,11,4,14,19,13,12,11,15,17,87
8,9,0,9,0,0,4,19,6,12,11,19,19,12,61
19,11,12,9,12,5,3,14,5,13,15,8,9,18,72
5,3,5,7,1,16,11,19,14,3,14,7,2,16,57
8,5,9,19,15,0,3,0,2,5,0,9,10,1,42
9,11,0,4,19,9,12,11,7,9,7,2,17,4,54
6,14,6,17,4,9,2,7,2,16,11,9,10,11,61
12,14,15,14,3,11,5,1,8,18,13,16,8,0,65
10,12,6,9,8,8,14,9,12,11,2,1,10,1,46
10,14,14,13,1,15,19,14,12,7,11,9,18,12,76
4,1,19,18,7,14,4,14,7,7,14,19,8,1,72
13,14,19,4,13,14,7,2,1,14,11,17,10,0,68
18,16,4,18,6,18,0,16,9,6,9,16,1,7,70
19,8,16,15,15,0,0,1,17,6,8,10,7,14,60
9,7,5,17,2,18,11,16,16,0,8,18,0,19,68
11,3,3,10,5,8,8,19,3,6,9,15,13,8,59
16,0,15,15,19,16,0,18,9,14,14,4,15,2,78
0,7,12,18,2,12,9,14,7,14,3,1,8,11,56
0,4,6,5,14,5,17,12,15,6,6,5,18,16,56
8,11,8,4,11,6,14,2,5,7,14,0,7,4,44
11,3,15,6,9,0,4,17,8,18,12,8,11,4,58
14,16,1,8,7,18,9,10,4,5,8,18,13,2,64
15,13,2,7,9,4,4,1,6,17,16,0,14,16,55
0,4,9,9,14,1,10,9,6,6,7,10,10,15,52
10,15,0,0,0,19,12,5,13,11,11,13,12,5,55
18,10,12,15,6,6,12,10,11,19,9,9,5,5,64
17,3,16,9,18,4,17,1,10,18,13,3,18,12,69
16,10,9,11,17,8,1,1,19,16,7,16,13,12,70
19,7,14,13,0,7,13,1,18,17,2,5,2,15,52
5,5,5,3,0,1,10,11,9,12,8,0,0,10,32
6,14,9,8,12,3,3,0,12,10,10,2,15,13,52
19,19,10,13,6,4,11,6,2,16,8,15,5,12,66
8,0,18,10,9,9,11,16,13,0,15,5,14,9,64
12,13,12,9,11,15,13,10,18,7,16,11,11,2,72
6,3,8,9,16,18,16,13,1,0,4,3,16,8,59
15,10,6,10,17,11,16,9,17,3,11,12,3,3,62
17,12,8,9,1,17,5,18,10,0,0,0,7,3,47
16,15,6,14,4,3,19,2,2,11,2,2,0,17,46
0,11,13,15,15,18,15,16,4,3,5,3,17,10,71
5,18,0,3,11,8,9,6,4,17,11,2,3,14,50
10,8,12,18,14,12,19,3,2,10,8,6,4,3,60
5,5,18,16,6,19,16,8,4,2,0,10,8,7,60
14,5,8,12,4,0,14,4,18,0,11,13,11,6,50
4,2,19,8,14,10,12,0,2,6,12,10,17,12,63
11,18,2,14,9,18,16,18,11,10,13,4,19,8,78
13,13,1,5,7,11,16,7,10,0,15,14,11,18,63
12,1,6,2,7,13,12,16,6,7,9,17,7,6,57
1,11,1,3,14,19,6,6,7,2,7,18,5,6,53
2,4,5,11,1,13,3,11,9,19,10,11,10,8,57
12,6,6,16,5,11,11,9,19,9,4,7,12,17,62
13,18,3,19,13,5,15,1,19,12,1,3,18,7,60
5,8,4,13,4,2,2,0,4,5,17,2,3,16,41
6,10,2,16,9,8,19,15,3,7,10,14,3,5,60
18,12,7,12,19,15,1,3,0,18,7,12,16,17,77
14,15,16,8,7,7,9,15,9,15,0,13,18,1,66
8,6,19,19,11,7,3,2,3,17,4,12,5,3,59
11,16,16,3,5,18,8,19,0,16,11,0,16,16,73
8,3,1,19,16,10,10,0,1,18,4,1,9,9,52
15,6,1,17,3,6,18,7,11,9,11,17,0,10,57
17,2,4,19,12,17,13,6,0,8,15,4,17,13,72
5,15,17,14,14,6,15,16,2,2,10,6,1,2,59
12,10,6,10,17,1,9,5,17,0,16,12,2,19,60
4,6,7,11,2,12,8,1,6,0,10,5,12,4,42
18,15,16,10,15,13,5,8,2,11,7,12,14,10,75
7,4,2,12,19,8,15,14,14,5,15,17,13,15,75
16,7,12,1,6,0,14,13,13,13,5,16,13,8,57
15,6,8,9,2,3,16,10,7,7,4,19,1,19,55
2,7,11,9,6,0,11,0,7,6,1,3,16,5,36
13,4,2,16,8,16,5,14,14,11,5,2,2,7,54
10,12,0,6,19,0,17,0,3,2,4,2,15,13,43
8,4,0,1,12,17,4,13,3,7,18,17,7,7,61
19,9,16,2,5,8,1,13,6,10,10,5,0,1,47
18,17,4,0,19,3,1,15,9,5,0,18,11,11,59
17,0,0,9,18,2,11,13,5,6,17,15,1,8,58
0,1,9,7,10,12,0,10,19,2,1,9,14,15,51
3,16,11,7,3,6,11,15,6,14,10,0,0,14,51
19,14,7,4,19,16,10,16,0,14,11,17,11,14,83
8,1,16,6,18,8,10,4,13,16,7,8,9,11,61
3,8,5,13,16,9,2,12,9,17,2,11,17,19,69
7,18,8,13,4,6,7,19,16,11,3,17,6,16,68
17,15,5,15,13,11,3,8,10,17,3,18,8,3,68
17,11,4,15,11,6,1,12,5,16,13,7,19,13,72
8,5,0,18,9,13,12,19,19,3,16,0,3,15,63
12,5,12,6,1,12,14,9,3,1,18,17,9,1,58
3,18,8,2,12,17,19,3,2,2,15,12,14,10,65
6,13,4,8,10,14,15,16,3,5,9,11,17,11,68
7,10,19,18,9,18,11,19,8,13,3,12,11,3,78
5,6,1,2,10,2,4,1,8,15,16,10,14,11,49
2,3,19,17,6,11,3,0,18,8,19,2,13,17,65
6,7,8,17,2,19,18,1,12,11,1,5,13,12,58
14,14,16,5,15,1,3,17,16,13,18,12,17,9,78
13,13,7,5,6,6,13,6,7,18,12,2,18,0,54
14,8,9,19,0,2,17,1,19,8,16,11,0,3,52
18,7,19,15,17,0,5,0,2,17,0,12,13,5,60
14,17,2,3,8,5,18,18,16,11,8,15,7,8,62
8,19,3,2,10,8,2,4,8,1,12,11,10,16,53
8,17,12,18,7,18,16,12,2,5,3,9,14,14,74
12,19,11,4,16,13,0,6,0,17,11,8,17,2,67
9,0,13,2,17,10,6,2,17,16,4,19,14,11,64
2,1,9,10,4,15,1,9,7,7,17,4,6,1,48
15,14,17,3,6,18,8,0,4,15,4,18,17,1,66
8,4,11,3,5,16,11,3,5,1,10,0,13,3,43
16,11,12,2,17,0,5,19,3,10,17,12,6,0,62
10,6,13,0,16,15,0,8,13,17,15,2,5,8,60
0,3,13,11,1,2,3,11,5,11,15,9,0,11,47
18,5,14,14,12,15,7,2,10,11,14,16,11,10,76
1,12,11,9,19,19,7,15,13,2,6,6,1,10,63
18,4,7,10,2,7,3,17,18,17,4,15,2,19,63
1,9,7,9,3,9,14,5,18,8,13,4,19,17,59
10,12,12,0,3,12,14,0,4,19,12,5,18,12,59
16,4,0,13,2,11,11,18,5,0,1,3,10,4,44
5,19,4,0,1,6,18,12,1,16,6,7,5,8,46
18,19,6,14,6,17,19,1,2,7,18,12,5,9,70
12,6,17,6,3,11,3,11,2,5,18,15,2,12,62
11,7,12,0,16,4,12,18,11,9,12,4,11,10,60
15,16,18,18,1,1,17,13,19,6,8,14,4,11,67
9,8,18,7,11,0,6,6,13,12,5,8,5,9,51
14,16,16,12,19,10,2,6,10,9,8,8,9,2,66
8,1,16,15,8,0,11,6,1,3,19,8,4,16,57
2,2,3,10,14,8,10,17,12,3,5,15,10,6,56
9,2,14,16,5,8,10,3,3,19,8,0,1,5,48
12,15,8,13,9,11,15,12,12,18,8,4,3,14,67
16,4,9,15,12,2,3,13,17,3,1,10,0,16,53
13,19,4,9,4,12,3,18,10,12,5,10,19,11,68
10,12,11,15,11,0,10,9,5,0,19,1,4,15,56
16,5,18,9,3,11,18,15,4,6,9,4,4,0,54
0,6,4,18,10,9,9,6,10,15,0,14,1,5,51
2,12,3,10,4,4,0,0,9,3,1,4,5,2,26
3,15,4,19,7,9,13,9,0,7,0,18,18,0,60
10,14,11,11,11,10,5,3,3,13,2,16,9,1,57
1,2,1,11,9,0,19,2,14,1,3,10,17,3,38
8,13,16,12,1,4,16,9,3,1,19,3,16,5,58
18,9,19,12,7,5,14,11,9,11,17,11,16,14,78
6,1,6,12,17,5,6,5,1,17,7,12,10,14,59
17,10,18,6,18,3,4,12,13,6,1,19,11,18,71
4,17,12,15,16,7,3,17,17,4,0,8,6,9,62
4,14,19,3,17,11,7,7,5,13,4,0,16,6,59
12,7,10,19,6,0,13,10,19,3,14,14,18,2,65
15,11,15,17,6,12,13,15,11,18,2,2,14,3,68
10,9,16,2,11,6,13,0,4,4,6,19,8,2,51
2,5,11,17,8,13,18,6,11,19,12,2,3,19,66
12,9,15,7,10,19,17,12,0,0,3,11,5,8,61
2,11,1,4,0,19,3,5,16,15,17,17,8,7,59
5,8,12,16,12,10,1,0,16,8,5,11,5,15,58
2,14,7,5,13,13,0,8,15,18,18,14,7,0,65
18,15,10,19,13,1,18,19,2,4,0,11,19,16,74
9,10,1,11,5,5,4,9,5,16,2,9,16,0,47
15,11,13,14,10,12,8,9,16,14,13,12,10,1,72
17,7,16,13,10,6,2,6,9,1,4,10,19,3,57
6,4,11,3,7,4,10,8,7,19,0,18,14,11,56
6,19,19,6,19,4,6,9,12,13,0,0,19,11,63
3,10,12,16,2,12,11,16,6,18,13,15,0,13,71
0,7,15,9,18,12,4,16,3,13,1,13,1,17,66
7,17,19,19,17,4,3,9,18,7,2,17,4,7,69
6,9,12,8,9,12,15,8,3,6,17,9,14,7,65
4,10,6,10,1,17,10,3,14,15,13,13,17,18,70
11,9,7,16,3,3,15,9,14,1,9,8,14,12,56
16,1,10,10,4,19,7,4,14,13,0,15,14,6,60
16,12,8,14,9,5,13,16,12,19,17,17,5,10,79
15,11,4,1,1,7,8,14,1,12,7,10,6,9,48
3,18,16,19,13,9,7,17,12,18,6,7,16,9,80
4,19,12,0,18,17,5,17,13,3,12,2,15,0,64
10,7,0,18,18,19,4,4,19,9,9,8,10,7,67
4,15,9,9,13,8,15,6,2,12,15,10,9,17,68
14,18,0,1,12,5,10,14,14,15,7,1,18,10,57
6,10,11,1,7,0,2,5,17,14,8,15,19,15,57
13,15,7,7,3,1,10,13,12,4,8,7,0,0,40
2,1,14,10,11,1,11,6,8,12,19,9,11,5,57
6,9,11,11,5,6,5,17,3,2,16,15,3,19,64
15,16,0,6,14,16,17,3,6,0,14,18,16,4,67
7,2,12,7,1,1,11,17,11,14,18,12,16,17,67
0,11,14,11,18,0,5,2,10,18,19,11,5,18,68
1,12,10,3,8,18,0,11,5,13,1,13,3,19,58
15,11,7,11,13,7,5,3,13,0,8,13,15,19,64
14,11,14,4,11,12,2,7,4,13,3,4,14,2,53
17,6,16,6,6,1,8,16,18,3,19,1,2,2,50
7,6,0,4,5,11,0,0,6,1,17,2,4,13,37
15,0,16,10,11,14,17,10,18,1,8,8,3,2,57
12,2,18,16,9,4,3,14,1,11,8,16,17,14,73
5,4,8,7,19,8,19,11,3,2,10,13,9,8,60
14,2,0,0,15,4,17,8,19,0,14,7,8,14,49
9,16,0,12,11,5,18,1,15,7,15,12,18,9,64
17,7,10,4,10,2,9,8,5,15,13,1,8,5,49
16,14,6,2,4,4,9,9,19,4,15,2,11,15,52
4,4,8,15,0,4,12,9,0,6,10,6,18,12,52
10,15,15,4,5,0,8,9,13,7,15,0,1,7,45
5,0,8,17,17,9,8,12,2,19,14,3,10,2,64
12,11,5,17,1,1,5,3,13,17,6,3,6,11,46
13,8,5,1,3,18,4,12,12,19,0,10,9,5,53
5,16,7,17,17,11,8,18,13,2,15,19,6,13,81
8,19,1,3,1,4,11,15,4,10,14,7,14,8,53
14,19,1,8,14,3,7,3,0,12,2,7,9,4,46
16,4,10,16,18,3,0,13,10,7,17,8,5,0,62
5,10,15,5,11,18,12,18,2,11,2,13,18,9,73
18,1,18,8,1,17,16,11,19,17,1,3,14,15,66
16,0,1,19,9,17,17,4,8,6,14,3,14,8,63
7,2,6,2,13,15,8,11,3,13,6,14,14,14,63
6,5,4,1,14,10,17,1,12,15,3,11,14,2,49
16,9,12,12,19,11,4,16,8,11,15,16,0,13,79
2,5,2,6,7,17,11,19,5,16,14,18,9,14,72
15,18,8,16,7,16,7,3,15,1,16,12,9,11,71
7,10,18,19,0,8,8,8,15,12,4,15,18,10,70
2,4,1,11,9,11,8,10,2,18,3,19,13,17,64
6,6,14,19,19,5,19,15,15,9,1,10,3,12,68
10,15,14,9,10,9,8,4,11,19,3,14,4,1,58
14,13,4,0,13,6,12,4,1,13,16,11,16,7,60
19,12,6,3,7,11,16,2,13,1,3,2,18,9,48
13,17,8,19,7,19,13,14,4,14,10,8,11,9,79
3,8,11,11,14,9,4,17,18,9,18,4,16,14,74
10,9,12,19,13,17,5,15,13,2,8,14,15,7,78
11,18,13,7,11,7,16,8,10,2,17,8,1,3,58
11,1,14,5,0,0,1,9,11,1,5,9,14,8,39
17,4,12,19,13,15,10,13,12,19,7,14,1,14,79
6,3,4,17,16,10,5,5,0,16,14,19,5,9,68
11,15,12,16,9,19,8,16,1,9,2,16,17,17,83
12,0,4,2,14,4,2,16,15,10,13,13,9,17,61
13,12,4,17,10,17,0,9,14,16,4,12,11,9,70
1,11,7,17,7,14,4,7,7,5,8,6,0,14,53
4,0,13,5,15,11,1,6,14,8,15,16,17,3,64
5,13,10,8,19,0,14,17,13,13,11,10,11,19,73
6,12,6,2,13,12,16,0,3,13,5,13,4,19,56
15,2,16,0,6,17,14,2,2,6,11,3,18,1,52
5,8,5,3,14,16,17,8,17,13,6,7,14,12,63
7,9,0,4,16,19,17,3,9,18,14,2,4,9,59
10,8,15,10,11,2,16,16,19,17,12,19,1,16,76
8,17,17,5,3,15,15,7,19,12,3,15,13,19,72
7,10,2,5,5,18,15,8,8,19,6,6,2,0,49
14,17,0,12,9,19,6,18,16,18,13,18,14,8,85
9,17,18,1,10,11,8,6,16,14,5,14,11,2,62
1,5,13,15,1,18,17,13,1,13,4,15,9,6,65
7,7,2,12,6,11,19,4,17,11,13,11,11,8,60
1,6,12,9,8,19,19,11,8,15,13,10,11,2,68
4,7,9,1,14,19,7,14,6,10,10,12,8,1,61
9,15,12,14,3,16,9,10,7,11,13,17,0,9,70
8,10,2,3,10,14,1,8,15,17,0,6,13,6,50
14,12,17,2,0,10,4,6,16,17,6,8,15,11,59
2,13,9,4,6,8,7,13,9,12,6,2,1,5,43
13,10,4,12,2,12,12,15,15,10,3,0,18,10,57
1,2,13,2,18,9,8,17,4,16,10,5,6,11,60
18,7,16,7,17,9,3,14,2,3,7,8,17,7,66
6,18,4,15,3,7,19,14,2,19,7,0,9,10,58
7,10,12,10,4,10,15,13,0,10,4,17,11,0,59
5,11,16,2,19,15,14,14,4,13,8,2,18,4,68
11,4,18,4,17,12,1,9,8,8,13,9,18,4,67
13,17,5,7,18,11,16,8,5,15,6,4,17,2,64
4,4,17,13,9,7,5,8,3,1,4,19,6,9,56
3,19,3,10,5,4,7,18,10,7,5,17,2,4,52
5,15,8,7,7,9,10,14,18,11,12,4,6,0,54
14,15,15,2,8,9,5,19,5,13,9,17,6,6,67
5,19,1,6,17,10,8,6,2,5,18,19,17,10,71
19,5,1,7,19,1,12,6,1,1,13,13,4,9,52
0,8,9,12,7,10,11,16,6,1,3,3,6,17,51
0,16,17,0,1,19,5,14,13,1,9,13,17,14,66
2,18,14,17,8,1,18,1,12,17,0,18,13,2,61
13,5,13,17,15,18,14,15,0,6,2,13,12,10,76
17,13,7,3,13,10,7,4,8,2,17,18,17,5,66
16,2,6,12,9,13,4,19,1,14,8,2,13,11,63
12,19,13,17,0,14,17,8,1,11,4,0,13,7,61
15,1,2,13,17,6,10,3,12,19,17,15,17,5,71
9,11,2,1,0,3,0,19,0,8,12,7,1,1,36
14,15,9,18,17,16,2,11,1,15,4,0,14,6,69
6,8,9,16,4,0,14,10,12,11,12,0,9,12,53
8,8,10,6,13,13,18,5,19,16,9,12,5,4,63
14,9,18,17,2,13,12,0,17,9,3,11,0,11,58
14,4,15,4,16,10,10,15,16,0,11,19,13,10,73
0,6,6,14,17,1,5,7,15,12,2,8,19,6,54
2,18,1,18,1,18,17,15,11,14,7,18,7,4,70
1,12,5,2,6,12,4,4,1,8,14,9,6,19,51
13,6,10,10,0,19,15,15,11,8,0,11,0,9,56
4,19,4,1,8,12,5,10,5,19,16,10,11,15,66
11,1,6,3,14,19,8,1,2,9,4,18,0,9,52
7,2,6,14,19,17,11,4,5,13,6,16,1,8,64
12,6,5,8,17,6,14,0,4,0,6,13,12,1,48
11,6,3,7,16,15,2,3,10,17,5,17,5,3,58
2,1,8,14,6,12,10,14,4,10,13,6,12,11,61
12,12,19,16,5,12,15,4,17,17,19,12,5,5,76
1,5,4,13,18,8,13,18,8,11,8,11,19,4,68
0,3,17,10,2,4,1,11,13,19,15,10,4,4,54
4,4,2,0,13,18,13,1,9,1,6,14,18,13,55
11,8,9,3,15,12,16,11,0,3,12,17,2,17,66
6,15,12,1,1,2,8,5,2,17,5,6,14,13,47
12,7,10,18,15,11,12,4,19,0,15,4,19,0,66
6,0,0,1,5,7,11,17,9,6,2,9,2,12,38
12,5,13,17,15,2,6,0,19,1,17,2,5,10,55
7,17,19,11,0,16,13,18,7,19,3,18,7,6,75
0,3,14,18,3,7,9,17,5,16,8,5,15,7,62
10,17,6,5,7,19,14,19,8,14,10,16,0,4,69
7,1,4,3,12,15,3,9,7,4,12,8,7,0,46
5,18,2,5,18,13,3,18,1,13,7,13,1,6,62
15,4,0,0,13,12,19,3,15,17,9,17,14,19,67
6,9,6,8,2,17,0,4,5,14,13,8,13,5,55
0,12,8,15,7,10,17,13,8,19,9,10,7,18,71
11,19,6,1,9,5,11,2,18,16,17,7,7,4,54
0,6,15,14,16,2,9,15,15,13,10,5,8,10,64
13,6,3,2,14,6,17,10,13,0,14,14,13,5,57
15,15,2,19,0,7,14,0,7,19,3,16,8,0,54
9,11,15,1,9,2,13,13,1,19,11,14,11,15,67
10,2,16,15,2,18,17,18,8,13,17,17,16,1,82
10,12,14,0,16,14,15,2,17,17,14,3,4,8,62
11,16,15,11,1,5,8,12,19,14,10,15,3,10,65
8,7,6,8,1,9,3,2,19,14,12,5,9,9,48
2,13,11,12,11,14,19,18,11,8,14,17,4,14,79
1,9,14,6,6,9,12,16,4,5,15,12,14,6,63
5,13,17,9,17,5,16,18,11,2,10,12,5,9,68
13,16,10,16,6,17,6,15,16,18,15,9,1,8,76
10,0,18,17,15,18,18,3,18,6,15,4,8,10,73
11,4,8,16,11,5,17,6,16,12,6,0,10,12,56
7,19,12,7,15,19,7,12,6,10,13,19,17,11,86
7,13,16,2,0,7,9,16,10,7,7,17,16,15,65
11,15,5,2,3,6,7,3,10,2,14,8,12,13,48
13,7,0,4,5,0,11,8,19,15,18,15,12,1,54
8,6,17,6,9,19,18,16,19,12,1,19,18,13,81
15,10,6,13,2,3,7,9,1,8,1,2,3,11,40
13,18,15,2,16,1,10,9,19,7,16,8,17,17,72
3,18,0,19,11,4,6,17,2,6,6,13,6,5,58
6,13,10,7,10,11,7,14,12,9,14,12,11,12,70
6,15,5,18,11,8,13,1,10,15,16,2,7,13,63
17,19,1,6,3,9,15,3,0,2,8,15,18,7,55
10,6,9,8,2,18,15,12,7,18,0,12,2,19,62
13,11,18,0,8,2,18,7,1,9,3,5,11,17,52
18,18,13,12,3,2,5,5,12,6,10,0,9,8,50
6,3,18,1,1,1,14,14,9,5,2,12,18,4,47
14,9,7,10,19,15,9,8,8,2,11,19,13,12,76
4,10,7,12,12,4,14,19,10,9,16,0,0,9,57
8,6,2,0,0,14,12,2,7,9,16,18,14,18,59
9,17,15,8,16,0,14,17,14,8,13,9,14,10,72
9,3,19,1,13,16,9,4,0,1,9,6,16,2,54
